"id","profileName","text","date","title","rating","images","helpful","Style","Size","Color"
"R353LFOMVYKU8E","Roi","
  The watch 7 packaging consists of two standalone boxes for your selected watch and band, wrapped together. The watch performs great, and the extra screen space makes a difference. The keyboard functionality actually works even for my relatively big fingers. The bigger watch works perfectly with bands that marked for the 44mm ( even seem like a better fit to the wristcam camera bands). I believe the apps needs updating as most of them have some funky behavior with the new keyboard and voice functionality. Will probably change to 5 stars soon when that happens - but basically do not assume full screen or keyboard for older watch apps without an update.
","Reviewed in the United States on November 2, 2021","Great watch, waiting for some updates on the apps",4,"https://m.media-amazon.com/images/I/51tsSaf3O-L.jpg
https://m.media-amazon.com/images/I/61P3A0DIzOL.jpg
https://m.media-amazon.com/images/I/61qePgdqsgL.jpg
https://m.media-amazon.com/images/I/71LW8c-cP3L.jpg","15","GPS + Cellular","45mm","Graphite Stainless Steel w Graphite Milanese Loop"
"RDGHTHGV1NU8K","In Search of Value","
  It's extremely irritating that Apple will send you a $400 watch with absolutely no way to charge it. It's so exhausting how they keep changing things like this to force you to buy new accessories. They didn't bother to include the required USB-C power adapter with the watch, something that almost no one actually has. So you need to shell out another $20 and hope your watch, with horrendous battery life, doesn't die before you can get one. Either give us a power cord you can plug into a standard USB driver or give us an adapter with a USB-C plug. This is really ridiculous.
","Reviewed in the United States on January 3, 2022","Can't Charge It",1,"","14","GPS","45mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R20I6J0V5MJZZ9","TexasLady3074","
  I’ve purchased a number of iPhones and iPads and have always found a charging cable included. The packaging looked like it was directly from the factory and had not been tampered with. So why no charging cable?
","Reviewed in the United States on November 10, 2021","Great watch. But no charging cable.",4,"","15","GPS + Cellular","41mm","Starlight Aluminum Case with Starlight Sport Band"
"RY56M60U7ZYT3","Amazon Customer","
  It did not work with my phone
","Reviewed in the United States on November 9, 2021","Have the item been delivered",1,"","25","GPS + Cellular","45mm","Blue Aluminum Case with Abyss Blue Sport Band"
"RPDHV07KA3VPL","Jazzy","
  I’ve previously owned an Apple Watch (series 1). A lot has changed since then. The set up took me hours. I had to update my iPhone to the lasted iOS. Okay. Then the actual pairing the Watch to my iPhone was time consuming. It keep telling me it wouldn’t pair. It took me quite a while to get it to eventually pair. Now once it “paired” it was once again needing a Watch app update to fully connect.Another downside. No charging block included. So it costs me another $20 to get a charging block as my iPhone 11 Pro Max was still utilizing the traditional USB to Lightening charging cable and block when I bought it in 2019.Battery life. Much lower than my previous Apple Watch and even my Fitbit. Chargers fast but definitely needs charging every 24-36 hours. Which makes it hard to utilize the sleep tracking option.Once I got passed all this, I have really enjoyed the Watch. Next time I hope the process goes more smoothly. I don’t remember back in 2015/2016 it taking this long or difficult to set up. And if I remember correctly I also got a charging block AND cable.**Please excuse any typos
","Reviewed in the United States on January 19, 2022","Previous Apple Watch User",5,"https://m.media-amazon.com/images/I/718WX++cbJL.jpg","7","GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R1WXZIOUWNV5AV","mazen mikhael","
  Received the watch without Any seal on the box. The watch steel was already opened up. Ended up returning the watch and just buying it straight from Apple.
","Reviewed in the United States on December 3, 2021","BE CAREFUL!!",1,"","16","GPS + Cellular","45mm","Graphite Stainless Steel w Graphite Milanese Loop"
"R2JZDBYJEQ8THY","Four eye Tex","
  The watch arrived with a. dead battery. After a three hour charge using a USB-C charger which I had also purchased, the watch remained charged for less than 15 minutes. It is charging now overnight but surely a brand new watch battery is supposed to be a little charged then recharge easily. After 4 days, It now recharges fine. The ECG app is extremely poor and Blood Oxgen is very slow compared to pulse oximeter. I bought for these features. Apple does say not for “medical “ purposes. I am not a fitness freak. I am learning to use features that require purchase of additional software that helps me. Pay attention to your purposes for buying this watch. I hated it but have learned to use certain additional software to my benefit and am having no more battery problems so I am now pleased.
","Reviewed in the United States on December 15, 2021","My watch required 20 hour initial charge before I could setup",1,"","11","GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R16O8DQT4KQLVX","Yooo","
  if you've never used apple watch before, please note that it's in general a one-day watch. If that's a dealbreaker, you should look somewhere else.This watch is absolutely beautiful. The screen is bright and texts are crisp. It's blazingly fast compared to my apple watch 4. Thanks to the bigger screen we can view more information on the watch face. I thoroughly enjoy all the smart features apple brings to this watch and its ecosystem. Think of this apple watch as a mini iphone but can track a lot of fitness features and health info. If you are interested in heart rate, The Quantified Scientist youtube channel did a thorough study and showed that this watch's hr is very accurate.I put the charger on my desk and when I work I leave it there for charging. It's charged super quick, like 15m or so and I never ran out of battery. For daily life of WFH, my watch's battery is always 90%. My usage is checking notification every now and then a roughly 1hr of workout (indoor so no gps).if you have an apple watch 4, the only main diff I'd say here is the spo2 sensor. If that's not important to you, I think it's not worth the upgrade though because the apple watch 4 is still very very fast.
","Reviewed in the United States on January 24, 2022","absolutely stunning",5,"","6","GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"RG1LM2QXR13ST","Amazon Customer","
  I was hoping this wasn’t a scam because every store was out of this watch! I’m pleased to say it’s PERFECT
","Reviewed in the United States on October 27, 2021","Exactly what I expected",5,"","20",,,
"R2VGK6LXVNJNXW","Michael Valdez","
  Top of line product should not be missing required items to continue using. Never in the past has Apple stooped so low.Shame on Apple
","Reviewed in the United States on November 29, 2021","NO CHARGER. WHAT?",2,"","16","GPS","45mm","Starlight Aluminum Case with Starlight Sport Band"
"R2X1Q5ZKY3GJPK","Amazon Customer","
  My first apple watch! I love 45mm big screen so much even with my thin wrist!! Sport band feels so soft and watch is very light! Very useful to wear this during physical activities!
","Reviewed in the United States on November 12, 2021","Better than I expected!",5,"https://m.media-amazon.com/images/I/71xmDqo3KDL.jpg","13","GPS + Cellular","45mm","Starlight Aluminum Case with Starlight Sport Band"
"R1EYJMPB7T3PS2","Angiep1987","
  I had the Apple Watch series 6 and hated how short the battery would work. This one’s battery lasts way longer, a lot quicker to charge, item was as described, amazing resolution, I love everything about this watch honestly. Super simple to install and start using, I believe it took me 30 mins tops! I love how it is way more accurate on my sleep, heart rate, and all my movements and stats. My issue with series 6 is it wasn’t accurate as well, and wouldn’t track my sleep no matter how much troubleshooting I did. This one I have my sleep tracked on here, and way better application overall. I highly recommend this watch for people wanting something to have that does so much more than other watches and has a iPhone so they are connected all day long. I’m so happy to get this for Christmas and will never look back! ☺️💜
","Reviewed in the United States on December 27, 2021","Best watch ever!",5,"","10","GPS","45mm","Starlight Aluminum Case with Starlight Sport Band"
